Tipo,Endereço,Área,Preço,Etiqueta,Código Viva Real
Compra,"Loteamento Residencial Barão do Café, Campinas - SP",301,R$ 1.770.000,-,2557319361
Compra,"Rua José Ponchio Vizzari, 347 - Barão Geraldo, Campinas - SP",600,R$ 5.800.000,-,2572524735
Compra,"Rua João Lopes Vieira, 108 - Loteamento Residencial Vila Bella, Campinas - SP",138,R$ 1.380.000,-,2555188850
Compra,"Rua Antônio Silveira Bueno - Jardim Chapadão, Campinas - SP",223,R$ 730.000,-,2542355579
Compra,"Rua Alberto de Oliveira Maia, 95 - Conjunto Residencial Souza Queiroz, Campinas - SP",54,R$ 141.000 Preço abaixo do mercado,-,2567812613
Compra,"Rua Pirassununga, 234 - Chácara da Barra, Campinas - SP",230,R$ 3.800 /mês R$ 870.000,-,2565171294
Compra,"Rua Pedro Galhardi - Jardim Santa Lúcia, Campinas - SP",47,R$ 100.000,-,2573531046
Compra,"Rua Jasmim, 810 - Mansões Santo Antônio, Campinas - SP",67,R$ 489.996,-,2565682490
Compra,"Bosque, Campinas - SP",58,R$ 300.000,-,2568409525
Compra,"Rua Ferreira Penteado - Centro, Campinas - SP",48,R$ 110.000,-,2553227557
Compra,"Rua Doutor Otávio Mendes - Botafogo, Campinas - SP",63,R$ 350.000,-,2564932854
Compra,"Vila Itapura, Campinas - SP",137,R$ 690.000,-,2571685451
Compra,"Jardim Novo Campos Elíseos, Campinas - SP",140,R$ 2.000 /mês R$ 420.000,-,2567892264
Compra,"Parque Cidade Campinas, Campinas - SP",130,R$ 350.000,-,2567238582
Compra,"Mansões Santo Antônio, Campinas - SP",67,R$ 490.000 Preço abaixo do mercado,-,2551242480
Compra,"Avenida João Batista Morato do Canto, 1441 - Vila Industrial, Campinas - SP",43,R$ 1.600 /mês R$ 315.000,-,2573833805
Compra,"Rua Luiz Oliveira, 287 - Parque das Flores, Campinas - SP",117,R$ 1.150.000,-,2571918480
Compra,"Avenida José Pancetti, 915 - Vila Proost de Souza, Campinas - SP",72,R$ 462.000,-,2574407107
Compra,"Rua Tucumã, 33 - Bairro das Palmeiras, Campinas - SP",390,R$ 2.200.000,-,2568543870
Compra,"Rua Otaviano Alves de Lima - Jardim Chapadão, Campinas - SP",279,R$ 960.000,-,2553447644
Compra,"Jardim dos Oliveiras, Campinas - SP",230,R$ 725.000,-,2550763194
Compra,"Bosque, Campinas - SP",110,R$ 298.000 Preço abaixo do mercado,-,2568409528
Compra,"Avenida Francisco Alfredo Júnior, 629 - Swiss Park, Campinas - SP",299,R$ 1.590.000,-,2534631315
Compra,"Rua Abílio Vilela Junqueira, 861 - Chácara Santa Margarida, Campinas - SP",312,R$ 990.000,-,2543466030
Compra,"Rua Adalberto Maia, 190 - Taquaral, Campinas - SP",126,R$ 600.000 Preço abaixo do mercado,-,2552887625
Compra,"Rua Doutor Liráucio Gomes, 20 - Cambuí, Campinas - SP",144,R$ 795.000 Preço abaixo do mercado,-,2572602895
Compra,"Rua Francisco Teodoro, 867 - Vila Industrial, Campinas - SP",443,R$ 5.000 /mês R$ 800.000,-,2540963513
Compra,"Rua Monsenhor Rafael Roldan, 245 - Jardim do Trevo, Campinas - SP",250,R$ 780.000,-,2520024334
Compra,"Rua San Conrado, 415 - Loteamento Caminhos de San Conrado, Campinas - SP",300,R$ 1.380.000,-,2523942262
Compra,"Cambuí, Campinas - SP",47,R$ 750.000,-,2569501156
Compra,"Rua Amílcar Perina, 1 - Parque Xangrilá, Campinas - SP",400,R$ 5.000 /mês R$ 1.272.000,-,2560295691
Compra,"Rua Etelvina de Sales Alves, 250 - Jardim Garcia, Campinas - SP",193,R$ 583.000,-,2573501680
Compra,"Rua Alberto Macchi, 40 - Notre Dame, Campinas - SP",137,R$ 860.000,-,2549054902
Compra,"Rua Jasmim, 71 - Chácara Primavera, Campinas - SP",77,R$ 610.000 Preço abaixo do mercado,-,2561139424
Compra,"Parque Prado, Campinas - SP",297,R$ 1.495.000,-,2573085478
Compra,"Rua Eça de Queiróz - Jardim Nossa Senhora Auxiliadora, Campinas - SP",300,R$ 930.000,-,2564237063
Compra,"Rua Sargento Luís de Morais, 605 - Jardim São Vicente, Campinas - SP",63,R$ 460.000,-,2572879376
Compra,"Rua Santos Dumont, 247 - Cambuí, Campinas - SP",51,R$ 580.000,-,2550751371
Compra,"Alameda das Palmeiras - Sítios de Recreio Gramado, Campinas - SP",4255,R$ 5.180.000,-,2517267578
Compra,"Rua 1, 40 - Alphaville Dom Pedro, Campinas - SP",226,R$ 16.000 /mês R$ 2.450.000,-,2574465696
Compra,"Botafogo, Campinas - SP",43,R$ 600 /mês R$ 150.000,-,2574107569
Compra,"Rua Joaquim de Paula Souza, 1059 - Jardim Proença, Campinas - SP",200,R$ 550.000 Preço abaixo do mercado,-,2550702055
Compra,"Rua Nicarágua, 5 - Jardim Nova Europa, Campinas - SP",1000,R$ 150.000,-,2572894304
Compra,"Jardim Eulina, Campinas - SP",365,R$ 430.000,-,2559483852
Compra,"Rua Professor Emílio Coelho - Village Campinas, Campinas - SP",550,R$ 950.000,-,2548500386
Compra,"Rua Pedro Vieira da Silva - Jardim Santa Genebra, Campinas - SP",71,R$ 310.000,-,2569360623
Compra,"Avenida Princesa D'Oeste - Jardim Proença, Campinas - SP",238,R$ 1.250.000,-,2568086204
Compra,"Avenida Washington Luís, 4000 - Parque Prado, Campinas - SP",56,R$ 279.900,-,2572393177
Compra,"Avenida Homero Vasconcelos de Souza Camargo - Jardim Ipaussurama, Campinas - SP",72,R$ 499.000,-,2570038555
Compra,"Jardim Eulina, Campinas - SP",98,R$ 2.000 /mês R$ 420.000,-,2557907237
Compra,"Vila Industrial, Campinas - SP",276,R$ 500.000,-,2559414680
Compra,"Bairro das Palmeiras, Campinas - SP",140,R$ 1.350.000,-,2571385813
Compra,"Cidade Universitária, Campinas - SP",260,R$ 3.500 /mês R$ 795.000,-,2571434773
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",351,R$ 16.500 /mês R$ 2.800.000,-,2558318903
Compra,"Rua João Lopes Vieira, 81 - Loteamento Residencial Vila Bella, Campinas - SP",137,R$ 1.290.000,-,2569112446
Compra,"Rua Fernão Lopes, 531 - Taquaral, Campinas - SP",700,R$ 2.750.000,-,2520765595
Compra,"Rua Rio Grande do Sul, 620 - São Bernardo, Campinas - SP",66,R$ 262.000,-,2557865818
Compra,"Rua Coronel Joaquim José de Oliveira, 528 - Taquaral, Campinas - SP",251,R$ 950.000,-,2565689467
Compra,"Avenida Dermival Bernardes Siqueira - Swiss Park, Campinas - SP",91,R$ 785.000,-,2565402624
Compra,"Rua San Conrado, 415 - Loteamento Caminhos de San Conrado, Campinas - SP",440,R$ 1.970.000,-,2568905106
Compra,"Parque Industrial, Campinas - SP",45,R$ 360.000,-,2564381941
Compra,"Rua Barão de Atibaia, 499 - Vila Itapura, Campinas - SP",71,R$ 600.000,-,2570051204
Compra,"Rua Piracicaba, 62 - Jardim Novo Campos Elíseos, Campinas - SP",300,R$ 420.000 Preço abaixo do mercado,-,2552772716
Compra,"Rua Doutor Antônio Sousa Campos - Cambuí, Campinas - SP",129,R$ 1.299.989,-,2550499566
Compra,"Rua Doutor Antônio Sousa Campos, 183 - Cambuí, Campinas - SP",125,R$ 1.450.000,-,2573532096
Compra,"Estrada Municipal Adelina Segantini Cerqueira Leite, 1000 - Loteamento Mont Blanc Residence, Campinas - SP",430,R$ 4.700.000,-,2571343157
Compra,"Parque Taquaral, Campinas - SP",380,R$ 1.890.000,-,2537868081
Compra,"Rua Luiz Otávio, 2245 - Fazenda Santa Cândida, Campinas - SP",74,R$ 954.000,-,2557162197
Compra,"Rua Barão de Jaguara - Centro, Campinas - SP",102,R$ 306.000 Preço abaixo do mercado,-,2559865159
Compra,"Rua Monte Líbano, 663 - Jardim Chapadão, Campinas - SP",253,R$ 724.990 Preço abaixo do mercado,-,2553165894
Compra,"Rua Jasmim - Chácara Primavera, Campinas - SP",105,R$ 755.000,-,2565596758
Compra,"Rua Afrânio Peixoto, 210 - Parque Taquaral, Campinas - SP",105,R$ 1.320.000,-,2566258984
Compra,"Rua Doutor Jorge Antonio José - Residencial Terras do Barão, Campinas - SP",150,R$ 790.000,-,2568604747
Compra,"Rua Ilce da Cunha Henry, 73 - Parque Itália, Campinas - SP",85,R$ 999 /mês R$ 230.000,-,2570311142
Compra,"Rua Dom José Paulo da Câmara, 485 - Jardim Guarani, Campinas - SP",355,R$ 1.170.000,-,2522091012
Compra,"Loteamento Residencial Vila Bella, Campinas - SP",170,R$ 1.290.000,-,2560609692
Compra,"Avenida Brunoro de Gasperi, 551 - Parque Prado, Campinas - SP",87,R$ 670.000,-,2569617535
Compra,"Rua Alecrins, 700 - Cambuí, Campinas - SP",104,R$ 6.350 /mês R$ 1.200.000,-,2571600681
Compra,"Avenida Oswaldo Von Zuben, 2101 - Parque da Hípica, Campinas - SP",91,R$ 749.990,-,2556915819
Compra,"Rua Léa Strachman Duchovni, 90 - Fazenda Santa Cândida, Campinas - SP",202,R$ 1.350.000,-,2569111488
Compra,"Rua das Violetas - Vila Mimosa, Campinas - SP",60,R$ 220.000,-,2572482474
Compra,"Rua Grajaú, 32 - Loteamento Caminhos de Sao Conrado Sousas, Campinas - SP",280,R$ 1.395.000,-,2554176177
Compra,"Jardim Flamboyant, Campinas - SP",300,R$ 550.000 Preço abaixo do mercado,-,2568408384
Compra,"Rua Oscar Leite - Ponte Preta, Campinas - SP",44,R$ 235.000,-,2569787259
Compra,"Residencial Terras do Barão, Campinas - SP",127,R$ 590.000,-,2561535477
Compra,"Avenida Império do Sol Nascente, 522 - Jardim Aurélia, Campinas - SP",130,R$ 2.500 /mês Preço abaixo do mercado R$ 630.000 Preço abaixo do mercado,-,2563185060
Compra,"Rua Hans Melchert, 161 - Jardim Ouro Verde, Campinas - SP",120,R$ 320.000,-,2563568403
Compra,"Rua San Conrado, 128 - Loteamento Caminhos de Sao Conrado Sousas, Campinas - SP",256,R$ 1.100.000,-,2564551923
Compra,"Rua das Hortências - Chácara Primavera, Campinas - SP",72,R$ 470.000,-,2567729558
Compra,"Jardim Eulina, Campinas - SP",200,R$ 550.000,-,2563524087
Compra,"Avenida Dermival Bernardes Siqueira, 2175 - Swiss Park, Campinas - SP",91,R$ 5.400 /mês R$ 1.050.000,-,2564457514
Compra,"Rua José de Alencar, 747 - Centro, Campinas - SP",40,R$ 220.000,-,2562305526
Compra,"Rua Professor Antonio Mendes Vinagre, 1 - Loteamento Alphaville Campinas, Campinas - SP",390,R$ 525.000,-,2558926524
Compra,"Rua Américo de Moura, 358 - Jardim Dom Bosco, Campinas - SP",220,R$ 4.496 /mês R$ 979.996,-,2571823154
Compra,"Rua Olavo Bilac - Cambuí, Campinas - SP",86,R$ 650.000,-,2571045084
Compra,"Rua Alberto Faria, 150 - Jardim Guanabara, Campinas - SP",67,R$ 698.000,-,2569185299
Compra,"Rua Kathelyn de Oliveira Ferreira, 0 - Jardim Ibirapuera, Campinas - SP",200,R$ 740.000,-,2566858779
Compra,"Rua Arquiteto José Augusto Silva, 1281 - Mansões Santo Antônio, Campinas - SP",57,R$ 690.003,-,2571070333
Compra,"Botafogo, Campinas - SP",49,R$ 151.000,-,2559287064
Compra,"Rua Hermantino Coelho - Mansões Santo Antônio, Campinas - SP",69,R$ 426.000,-,2562330100
Compra,"Loteamento Chacara Prado, Campinas - SP",65,R$ 2.000 /mês R$ 420.000,-,2570608104
Compra,"Jardim Madalena, Campinas - SP",500,R$ 3.000.000,-,2570109830
Compra,"Botafogo, Campinas - SP",36,R$ 215.000,-,2561538060
Compra,"Cidade Universitária, Campinas - SP",170,R$ 850.000,-,2538560419
Compra,"Rua General Osório, 2240 - Cambuí, Campinas - SP",115,R$ 1.480.209,-,2568075058
Compra,"Cambuí, Campinas - SP",84,R$ 400.000,-,2570517676
Compra,"Rua Pinheiros, 200 - Vila Industrial, Campinas - SP",68,R$ 280.000 Preço abaixo do mercado,-,2562963680
Compra,"Parque Jambeiro, Campinas - SP",96,R$ 630.000,-,2563196965
Compra,"Rua Major Solon - Cambuí, Campinas - SP",106,R$ 450.000,-,2572810117
Compra,"Avenida Doutor Hermann da Cunha Canto, 299 - Jardim Eulina, Campinas - SP",105,R$ 430.000,-,2564465926
Compra,"Rua Alberto Cerqueira Lima - Taquaral, Campinas - SP",67,R$ 810.000,-,2573332363
Compra,"Rua Otávio Machado, 160 - Taquaral, Campinas - SP",76,R$ 725.000,-,2574468690
Compra,"Rua Aglair Buratto Villas Boas, 671 - Mansões Santo Antônio, Campinas - SP",170,R$ 1.249.000,-,2562563588
Compra,"Botafogo, Campinas - SP",68,R$ 1.800 /mês R$ 360.000,-,2569506294
Compra,"Rua Maria Monteiro - Cambuí, Campinas - SP",67,R$ 790.000,-,2573533779
Compra,"Rua Onze de Agosto, 411 - Centro, Campinas - SP",45,R$ 69.000,-,2559117758
Compra,"Rua Doutor Celso da Silveira Rezende, 460 - Jardim Leonor, Campinas - SP",108,R$ 650.000,-,2572594289
Compra,"Rua San Conrado, 793 - Loteamento Caminhos de San Conrado, Campinas - SP",235,R$ 1.300.000,-,2527124203
Compra,"Cambuí, Campinas - SP",40,R$ 179.900,-,2516810775
Compra,"Rua das Hortências, 200 - Chácara Primavera, Campinas - SP",96,R$ 750.000,-,2566094921
Compra,"Rua Quatorze de Dezembro, 443 - Cambuí, Campinas - SP",153,R$ 889.000 Preço abaixo do mercado,-,2523765787
Compra,"Cidade Universitária, Campinas - SP",300,R$ 5.000 /mês R$ 895.000,-,2560560387
Compra,"Parque Jambeiro, Campinas - SP",110,R$ 545.000,-,2563261653
Compra,"Swiss Park, Campinas - SP",293,R$ 1.880.000,-,2570110098
Compra,"Rua Zilpa dos Reis Requena, 246 - Parque da Figueira, Campinas - SP",47,R$ 240.990,-,2571812809
Compra,"Bosque, Campinas - SP",88,R$ 370.000,-,2510528297
Compra,"Rua João Zinclar Lima Silva, 9 - Residencial Cittá Di Firenze, Campinas - SP",186,R$ 750.000,-,2560606264
Compra,"Rua Alessandro Payaro - Fazenda Santa Cândida, Campinas - SP",144,R$ 1.100.000,-,2537155728
Compra,"Estrada da Rhodia - Residencial Parque Rio das Pedras, Campinas - SP",780,R$ 6.700.000,-,2568536513
Compra,"Avenida Dermival Bernardes Siqueira - Swiss Park, Campinas - SP",258,R$ 1.550.000,-,2565960704
Compra,"Bosque, Campinas - SP",100,R$ 530.000,-,2553355881
Compra,"Rua Willian Booth - Jardim Paulicéia, Campinas - SP",56,R$ 410.000,-,2573110854
Compra,"Centro, Campinas - SP",106,R$ 250.000 Preço abaixo do mercado,-,2562767164
Compra,"Fazenda Santa Cândida, Campinas - SP",147,R$ 870.000,-,2560826174
Compra,"Rua Doutor Jeber Juabre - Jardim Márcia, Campinas - SP",50,R$ 174.900 Preço abaixo do mercado,-,2550925653
Compra,"Vila Itapura, Campinas - SP",96,R$ 1.200.000,-,2567910498
Compra,"Centro, Campinas - SP",78,R$ 170.000,-,2568685475
Compra,"Rua Dona Prisciliana Soares, 43 - Cambuí, Campinas - SP",74,R$ 4.500 /mês R$ 880.000,-,2572717596
Compra,"Rua Emília Paiva Meira - Cambuí, Campinas - SP",45,R$ 545.000,-,2564952576
Compra,"Cidade Universitária, Campinas - SP",224,R$ 650.000,-,2573782252
Compra,"Rua Doutor José Inocêncio de Campos, 46 - Cambuí, Campinas - SP",70,R$ 440.000,-,2556387135
Compra,"Centro, Campinas - SP",100,R$ 280.000,-,2559842887
Compra,"Rua Patrocínio do Sapucaí - Jardim Flamboyant, Campinas - SP",209,R$ 499.000,-,2564742175
Compra,"Avenida Aquidabã, 7 - Centro, Campinas - SP",0,R$ 49.900,-,2573036403
Compra,"Avenida José Pancetti, 861 - Vila Proost de Souza, Campinas - SP",53,R$ 1.000 /mês R$ 380.000,-,2571528533
Compra,"Rua Coronel Quirino - Cambuí, Campinas - SP",279,R$ 1.800.000,-,2569476737
Compra,"Loteamento Parque dos Alecrins , Campinas - SP",375,R$ 575.000,-,2559398255
Compra,"Rua Benedita Amaral Pinto, 680 - Jardim Santa Genebra, Campinas - SP",73,R$ 390.005,-,2538362878
Compra,"Rua Heitor Villa Lobos, 91 - Vila Madalena, Campinas - SP",200,R$ 520.000,-,2573669912
Compra,"Rua Carolina Prado Penteado, 479 - Nova Campinas, Campinas - SP",94,R$ 795.000,-,2568089019
Compra,"Rua Doutor Oswaldo Adib Abib, 473 - Jardim Antonio Von Zuben, Campinas - SP",45,R$ 280.000,-,2511089178
Compra,"Rua Coronel Quirino, 130 - Cambuí, Campinas - SP",77,R$ 298.996 Preço abaixo do mercado,-,2570654717
Compra,"Rua Lucia Ribeiro do Valle Nogueira, 210 - Loteamento Residencial Jaguari, Campinas - SP",600,R$ 3.500.000 Preço abaixo do mercado,-,2537213318
Compra,"Vila Proost de Souza, Campinas - SP",140,R$ 440.000 Preço abaixo do mercado,-,2564148161
Compra,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",290,R$ 2.500.000,-,2571205036
Compra,"Botafogo, Campinas - SP",210,R$ 385.000,-,2552797312
Compra,"Rua Cormorão, 142 - Vila Padre Manoel de Nóbrega, Campinas - SP",47,R$ 148.000,-,2559414125
Compra,"Avenida Iná Simões Aguiar do Nascimento, 7777 - Swiss Park, Campinas - SP",200,R$ 2.140.000,-,2562739085
Compra,"Cambuí, Campinas - SP",117,R$ 1.661.400,-,2566531082
Compra,"Rua Luzitana - Bosque, Campinas - SP",58,R$ 175.000 Preço abaixo do mercado,-,2565491428
Compra,"Chácara Primavera, Campinas - SP",96,R$ 730.000,-,2559332230
Compra,"Rua Monguba - Loteamento Alphaville Campinas, Campinas - SP",421,R$ 4.200.000,-,2558570196
Compra,"Bonfim, Campinas - SP",110,R$ 460.000,-,2561504616
Compra,"Rua Antônio Lapa, 118 - Cambuí, Campinas - SP",139,R$ 1.750.103,-,2572759329
Compra,"Rua Roberto Abdalla, 10 - Vila dos Plátanos, Campinas - SP",280,R$ 2.100.000,-,2551181482
Compra,"Rua Jasmim, 750 - Chácara Primavera, Campinas - SP",74,R$ 245.000,-,2572239628
Compra,"Cambuí, Campinas - SP",181,R$ 1.900.000,-,2569465296
Compra,"Avenida Júlio de Mesquita, 705 - Cambuí, Campinas - SP",27,R$ 449.000,-,2553531750
Compra,"Jardim Chapadão, Campinas - SP",225,R$ 790.000,-,2559398763
Compra,"Jardim do Lago, Campinas - SP",82,R$ 590.000,-,2565021230
Compra,"Rua Jacob Bereck Steinberg, 199 - Jardim Chapadão, Campinas - SP",196,R$ 690.000,-,2565287764
Compra,"Barão Geraldo, Campinas - SP",173,R$ 650.000,-,2572231538
Compra,"Rua Lotário Novaes, 244 - Taquaral, Campinas - SP",73,R$ 900.000,-,2556513009
Compra,"Loteamento Residencial Novo Mundo, Campinas - SP",42,R$ 159.900,-,2571359244
Compra,"Rua Jair Andrade e Silva, 30 - Jardim Ibirapuera, Campinas - SP",41,R$ 1.800 /mês R$ 290.000,-,2573982635
Compra,"Avenida Brunoro de Gasperi, 551 - Parque Prado, Campinas - SP",111,R$ 850.000,-,2564571664
Compra,"Recanto Fortuna, Campinas - SP",46,R$ 195.000,-,2567238175
Compra,"Rodovia José Bonifácio Coutinho Nogueira, km 4 - Joaquim Egídio, Campinas - SP",449,R$ 4.000.800,-,2527260374
Compra,"Rua Doutor José Teodoro de Lima, 66 - Cambuí, Campinas - SP",70,R$ 850.000,-,2573832884
Compra,"Rua Doutor Antônio José Bagnolli Luporini, 022 - Jardim Shangai, Campinas - SP",90,R$ 240.000,-,2566820037
Compra,"Recanto do Sol I, Campinas - SP",49,R$ 140.000,-,2567142889
Compra,"Rua Coronel Quirino - Cambuí, Campinas - SP",200,R$ 1.150.000 Preço abaixo do mercado,-,2541130285
Compra,"Rua Adelino Martins, 500 - Mansões Santo Antônio, Campinas - SP",70,R$ 600.000,-,2572698920
Compra,"Rua Estella Maria dos Santos, 671 - Chácara São Rafael, Campinas - SP",110,R$ 750.000,-,2570452264
Compra,"Rua Pacuri, 284 - Loteamento Alphaville Campinas, Campinas - SP",560,R$ 8.499.990,-,2547588639
Compra,"Avenida Benjamin Constant, 1971 - Cambuí, Campinas - SP",47,R$ 640.000,-,2554792896
Compra,"Bonfim, Campinas - SP",55,R$ 350.000,-,2562307188
Compra,"Rua Aviador Gustavo André Pereira Cabrerizo, 1 S/N - Parque das Quaresmeiras, Campinas - SP",251,R$ 1.800.000,-,2489515870
Compra,"Parque Residencial Vila União, Campinas - SP",52,R$ 147.000,-,2548350705
Compra,"Rua Sara Cândido Rodrigues, 170 - Jardim Cristina, Campinas - SP",70,R$ 428.000,-,2564156799
Compra,"Rua Professor Antônio Nogueira Braga, 76 - Mansões Santo Antônio, Campinas - SP",78,R$ 640.000,-,2573810491
Compra,"Rua Barão de Ataliba, 130 - Cambuí, Campinas - SP",85,R$ 989.000,-,2538268274
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",256,R$ 1.850.000,-,2562073005
Compra,"Parque Via Norte, Campinas - SP",180,R$ 650.000,-,2539854328
Compra,"Jardim das Paineiras, Campinas - SP",512,R$ 1.480.000,-,2558662759
Compra,"Jardim Garcia, Campinas - SP",62,R$ 270.000,-,2566979510
Compra,"Loteamento Caminhos de Sao Conrado Sousas, Campinas - SP",440,R$ 1.970.000,-,2563528966
Compra,"Rua Heitor Penteado, 57 - Joaquim Egídio, Campinas - SP",550,R$ 4.300.000,-,2570433451
Compra,"Avenida Baden Powell, 1211 - Jardim Nova Europa, Campinas - SP",55,R$ 350.000 Preço abaixo do mercado,-,2572961176
Compra,"Avenida Francisco Alfredo Júnior, 133 - Swiss Park, Campinas - SP",265,R$ 2.490.000,-,2550657336
Compra,"Avenida Princesa D'Oeste, 858 - Jardim Proença, Campinas - SP",82,R$ 430.000,-,2573618970
Compra,"Avenida Francisco Alfredo Júnior, 1 - Swiss Park, Campinas - SP",196,R$ 1.810.000,-,2572466857
Compra,"Vila Itapura, Campinas - SP",100,R$ 405.000 Preço abaixo do mercado,-,2559325379
Compra,"Rua Artur Manoel de Castro, 116 - Jardim Boa Esperança, Campinas - SP",150,R$ 525.000,-,2561365434
Compra,"Colinas do Ermitage, Campinas - SP",380,R$ 5.500 /mês R$ 1.680.000,-,2560895479
Compra,"Parque São Quirino, Campinas - SP",169,R$ 600.000,-,2569387130
Compra,"Rua Mariazinha Leite Campagnolli, 1101 - Parque Xangrilá, Campinas - SP",500,R$ 1.010.000 Preço abaixo do mercado,-,2569110841
Compra,"Rua Kokira - Jardim Amazonas, Campinas - SP",51,R$ 161.900,-,2524769586
Compra,"Botafogo, Campinas - SP",40,R$ 110.000,-,2573287203
Compra,"Rua Taperebá, 141 - Loteamento Alphaville Campinas, Campinas - SP",500,R$ 25.000 /mês R$ 3.950.000,-,2552752155
Compra,"Cambuí, Campinas - SP",40,R$ 750 /mês R$ 250.000,-,2566686280
Compra,"Rua Frei Antônio de Pádua, 1523 - Jardim Guanabara, Campinas - SP",39,R$ 381.600,-,2526271864
Compra,"Rua San Conrado, 415 - Loteamento Caminhos de San Conrado, Campinas - SP",452,R$ 1.690.000,-,2561480014
Compra,"Rua Maria Deon Tescari, 26 - Parque dos Pomares, Campinas - SP",60,R$ 480.000,-,2571092199
Compra,"Jardim Aurélia, Campinas - SP",82,R$ 700.000,-,2570313965
Compra,"Rua Descampado, 245 - Vila Maria Eugênia, Campinas - SP",133,R$ 450.000,-,2527280850
Compra,"Cambuí, Campinas - SP",105,R$ 4.000 /mês R$ 1.200.000,-,2563614012
Compra,"Rua Barão de Ataliba - Cambuí, Campinas - SP",85,R$ 1.350.000,-,2566261851
Compra,"Jardim Flamboyant, Campinas - SP",105,R$ 385.000,-,2555180036
Compra,"Ponte Preta, Campinas - SP",80,R$ 580.000,-,2564988195
Compra,"Cambuí, Campinas - SP",82,R$ 4.500 /mês R$ 880.000,-,2569583457
Compra,"Swiss Park, Campinas - SP",311,R$ 2.650.000,-,2549848195
Compra,"Avenida Orosimbo Maia - Centro, Campinas - SP",80,R$ 450.000 Preço abaixo do mercado,-,2567730941
Compra,"Rua Albizia, 333 - Loteamento Alphaville Campinas, Campinas - SP",1318,R$ 14.800.000,-,2546558916
Compra,"Jardim Londres, Campinas - SP",200,R$ 550.000,-,2571459131
Compra,"Rua Maria Monteiro, 330 - Cambuí, Campinas - SP",196,R$ 2.990.000,-,2556783323
Compra,"Cambuí, Campinas - SP",64,R$ 550.000,-,2554562195
Compra,"Rua Doutor Liráucio Gomes, 230 - Cambuí, Campinas - SP",70,R$ 630.000,-,2543064896
Compra,"Swiss Park, Campinas - SP",285,R$ 2.350.000,-,2560484464
Compra,"Avenida Doutor Nelson Noronha Gustavo Filho - Vila Brandina, Campinas - SP",105,R$ 690.000,-,2570430323
Compra,"Avenida São José dos Campos, 3175 - Loteamento Parque São Martinho, Campinas - SP",45,R$ 1.200 /mês R$ 230.000,-,2547982307
Compra,"Rua Irmã Maria Inês, 1002 - Jardim Chapadão, Campinas - SP",70,R$ 615.000,-,2567570442
Compra,"Rua da Tijuca - Loteamento Caminhos de San Conrado, Campinas - SP",374,R$ 1.228.000,-,2560039506
Compra,"Rua Cônego Cipião, 1000 - Centro, Campinas - SP",400,R$ 1.400.000,-,2569599369
Compra,"Rua Simplício Moretti - Loteamento Mont Blanc Residence, Campinas - SP",453,R$ 4.600.000,-,2568622862
Compra,"Nova Campinas, Campinas - SP",147,R$ 1.200.000,-,2557452900
Compra,"Vila Nogueira, Campinas - SP",178,R$ 740.000,-,2573781483
Compra,"Rua Conselheiro Paula Sousa - Barão Geraldo, Campinas - SP",255,R$ 860.000,-,2568603563
Compra,"Rua Doutor Eurico Pereira Neto, 221 - Swiss Park, Campinas - SP",200,R$ 1.650.000,-,2564531554
Compra,"Mansões Santo Antônio, Campinas - SP",104,R$ 1.050.000,-,2567543465
Compra,"Rua Delfino Cintra, 484 - Botafogo, Campinas - SP",49,R$ 800 /mês R$ 140.000,-,2558894954
Compra,"Rua Francisco José Marques de Andrade, 4 - Alphaville Dom Pedro 2, Campinas - SP",360,R$ 4.200.000,-,2563808058
Compra,"Rua João Teodoro, 358 - Vila Industrial, Campinas - SP",66,R$ 410.000,-,2552201603
Compra,"Rua Manoel Sylvestre de Freitas Filho - Jardim Nova Europa, Campinas - SP",94,R$ 360.000,-,2570763965
Compra,"Taquaral, Campinas - SP",45,R$ 3.103 /mês R$ 477.000,-,2569306175
Compra,"Rua Lucia Ribeiro do Valle Nogueira - Loteamento Residencial Jaguari, Campinas - SP",1127,R$ 848.000,-,2570534418
Compra,"Rua Doutor Antônio Álvares Lobo - Botafogo, Campinas - SP",32,R$ 1.200 /mês R$ 200.000,-,2574382378
Compra,"Avenida Oswaldo Von Zuben, 1200 - Parque da Hípica, Campinas - SP",192,R$ 1.860.000,-,2573810984
Compra,"Alphaville Dom Pedro, Campinas - SP",300,R$ 2.800.000,-,2546259809
Compra,"Parque Prado, Campinas - SP",136,R$ 640.000,-,2566551871
Compra,"Rua Doutor Theodoro Langaard, 801 - Bonfim, Campinas - SP",160,R$ 399.900 Preço abaixo do mercado,-,2559170701
Compra,"Rua Santa Maria Rosselo, 905 - Mansões Santo Antônio, Campinas - SP",98,R$ 760.000,-,2570508239
Compra,"Rua Hermantino Coelho, 77 - Mansões Santo Antônio, Campinas - SP",75,R$ 405.000 Preço abaixo do mercado,-,2556642596
Compra,"Avenida Leopoldo Sant'Anna, 1 - Alphaville Dom Pedro, Campinas - SP",225,R$ 2.440.000,-,2573302294
Compra,"Rua Ivan Astolfi - Jardim San Diego, Campinas - SP",140,R$ 420.000,-,2564797782
Compra,"Jardim das Paineiras, Campinas - SP",82,R$ 580.000,-,2559901861
