Tipo,Endereço,Área,Preço,Etiqueta,Código Viva Real
Compra,"Rua Abel Luís Ferreira, 277 - Jardim do Lago, Campinas - SP",67,R$ 250.000,-,2568031707
Compra,"Avenida Iná Simões Aguiar do Nascimento, 001 - Swiss Park, Campinas - SP",331,R$ 2.500.000,-,2573749901
Compra,"Rua Francisco Otaviano, 60 - Jardim Chapadão, Campinas - SP",65,R$ 490.000,-,2551723593
Compra,"Rua Alessandro Payaro, 350 - Fazenda Santa Cândida, Campinas - SP",130,R$ 1.250.000,-,2563545666
Compra,"Avenida Maria Marozini Moura, 001 - Swiss Park, Campinas - SP",200,R$ 1.850.000,-,2573640488
Compra,"Avenida Deputado Luís Eduardo Magalhães, 2220 - Jardim São Judas Tadeu, Campinas - SP",175,R$ 92.728,-,2539015737
Compra,"Rua Coronel Quirino, 1218 - Cambuí, Campinas - SP",206,R$ 8.500 /mês R$ 1.590.000,-,2571304502
Compra,"Rua Doutor Liráucio Gomes, 119 - Cambuí, Campinas - SP",89,R$ 1.173.816,-,2544170231
Compra,"Rua Bernardo Funcia Diez, 001 - Swiss Park, Campinas - SP",477,R$ 2.350.000,-,2573749468
Compra,"Rua Ramão Olavo Saravy Filho, 2055 - Jardim Myrian Moreira da Costa, Campinas - SP",175,R$ 1.050.000,-,2573036404
Compra,"Avenida Maria Emília Alves dos Santos de Ângelis, 256 - Parque Prado, Campinas - SP",92,R$ 640.000,-,2570492128
Compra,"Rua do Sol, 148 - Barão Geraldo, Campinas - SP",120,R$ 630.000,-,2569653608
Compra,"Rua Lino Guedes - Jardim Proença, Campinas - SP",70,R$ 380.000 Preço abaixo do mercado,-,2558274512
Compra,"Avenida Mackenzie, 500 - Loteamento Residencial Entre Verdes Sousas, Campinas - SP",1200,R$ 1.020.000,-,2569108263
Compra,"Avenida Nossa Senhora de Fátima, 0 - Taquaral, Campinas - SP",219,R$ 174.000,-,2573325888
Compra,"Avenida Oswaldo Von Zuben, 1158 - Parque da Hípica, Campinas - SP",197,R$ 1.140.000,-,2551721043
Compra,"Rua Doutor Herculano Gouvea Neto, 460 - Loteamento Parque São Martinho, Campinas - SP",68,R$ 350.000,-,2566256435
Compra,"Rua San Conrado, 415 - Loteamento Caminhos de San Conrado, Campinas - SP",318,R$ 1.330.000,-,2532375205
Compra,"Rua Doutor Herculano Gouvea Neto, 460 - Loteamento Parque São Martinho, Campinas - SP",68,R$ 350.000,-,2566256435
Compra,"Rua San Conrado, 415 - Loteamento Caminhos de San Conrado, Campinas - SP",318,R$ 1.330.000,-,2532375205
Compra,"Parque Itália, Campinas - SP",56,R$ 600 /mês R$ 199.000,-,2569190417
Compra,"Avenida Iná Simões Aguiar do Nascimento, 001 - Swiss Park, Campinas - SP",200,R$ 2.140.000,-,2573756586
Compra,"Rua Lisboa, 37 - Barão Geraldo, Campinas - SP",308,R$ 2.620.000,-,2551723193
Compra,"Avenida Princesa D'Oeste, 1144 - Jardim Proença, Campinas - SP",256,R$ 1.550.000,-,2544420688
Compra,"Avenida José Oscar Gratti, 001 - Swiss Park, Campinas - SP",360,R$ 1.811.000,-,2573749800
Compra,"Loteamento Parque São Martinho, Campinas - SP",49,R$ 200.000,-,2568084993
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",300,R$ 2.395.000,-,2509904532
Compra,"Rua Maria Monteiro, 536 - Cambuí, Campinas - SP",42,R$ 662.633,-,2544170620
Compra,"Rua da Constituição, 46 - Bonfim, Campinas - SP",54,R$ 470.000,-,2533460175
Compra,"Avenida Doutor José Bonifácio Coutinho Nogueira - Jardim Madalena, Campinas - SP",240,R$ 2.800.000,-,2562442630
Compra,"Ponte Preta, Campinas - SP",97,R$ 428.000,-,2573518401
Compra,"Rua Júlio Ribeiro - Bonfim, Campinas - SP",379,R$ 4.500 /mês R$ 990.000,-,2574177019
Compra,"Avenida José de Sousa Campos, 480 - Nova Campinas, Campinas - SP",129,R$ 849.000,-,2570398899
Compra,"Rua Francisco Pereira Coutinho, 356. - Parque Taquaral, Campinas - SP",156,R$ 600.000,-,2567754898
Compra,"Rua Paraibuna, 480 - Jardim Flamboyant, Campinas - SP",103,R$ 390.000,-,2556647174
Compra,"Rua Affonso Sanches Carneiro, 54 - Parque da Hípica, Campinas - SP",325,R$ 1.290.000,-,2541863083
Compra,"Rua Coronel Quirino, 130 - Cambuí, Campinas - SP",68,R$ 310.000,-,2501780677
Compra,"Avenida dos Expedicionários - Centro, Campinas - SP",60,R$ 90.000,-,2542100774
Compra,"Rua Doutor José Almeida Carvalho - Loteamento Country Ville, Campinas - SP",49,R$ 275.600,-,2574180597
Compra,"Rua Doutor Sampaio Ferraz, 80 - Cambuí, Campinas - SP",160,R$ 950.000,-,2572207422
Compra,"Avenida Dermival Bernardes Siqueira, 2075 - Swiss Park, Campinas - SP",91,R$ 700.000 Preço abaixo do mercado,-,2521343441
Compra,"Avenida Maria Emília Alves dos Santos de Ângelis, 759 - Parque Prado, Campinas - SP",89,R$ 710.000,-,2534477719
Compra,"Rua Engenheiro José Francisco Bento Homem de Mello - Fazenda São Quirino, Campinas - SP",153,R$ 1.950.000,-,2511159717
Compra,"Avenida Maria Marozini Moura, 001 - Swiss Park, Campinas - SP",241,R$ 2.350.000,-,2564167584
Compra,"Rua Sargento Luís de Morais, 605 - Jardim São Vicente, Campinas - SP",77,R$ 590.000,-,2530659681
Compra,"Rua Doutor Carlos Guimarães - Cambuí, Campinas - SP",93,R$ 720.000,-,1038662122
Compra,"Centro, Campinas - SP",300,R$ 130.000,-,2559340664
Compra,"Rua João Pessoa - Vila José Iório, Campinas - SP",20043,R$ 2.000.000,-,2558750714
Compra,"Rua Padre Almeida, 515 - Cambuí, Campinas - SP",69,R$ 330.000,-,2560388375
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",477,R$ 2.340.000 Preço abaixo do mercado,-,2502944811
Compra,"Rua Engenheiro Augusto de Figueiredo, 437 - Swift, Campinas - SP",87,R$ 646.000,-,2551723985
Compra,"Rua Quatorze de Dezembro, 443 - Cambuí, Campinas - SP",153,R$ 920.000,-,2556648272
Compra,"Avenida Princesa D'Oeste, 1440 - Bosque, Campinas - SP",76,R$ 1.800 /mês R$ 320.000,-,2528209817
Compra,"Estrada da Rhodia, 145 - Barão Geraldo, Campinas - SP",575,R$ 6.000.000,-,2569337363
Compra,"Rua Alecrins, 730 - Cambuí, Campinas - SP",88,R$ 400.000 Preço abaixo do mercado,-,2545531186
Compra,"Avenida Monte Castelo, 617 - Jardim Proença, Campinas - SP",264,R$ 1.400.000,-,2573831397
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",205,R$ 2.150.000,-,2533020548
Compra,"Rua Barão de Atibaia, 355 - Guanabara, Campinas - SP",94,R$ 750.000,-,2563439013
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",326,R$ 2.290.000,-,2537272435
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",300,R$ 2.290.000,-,2529592633
Compra,"Rua Regente Feijó, 440 - Centro, Campinas - SP",85,R$ 479.000,-,2573622177
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",196,R$ 1.750.000,-,2540458481
Compra,"Rua Conceição, 622 - Cambuí, Campinas - SP",378,R$ 3.000 /mês R$ 1.250.000,-,2560682598
Compra,"Avenida General Carneiro, 576 - Vila João Jorge, Campinas - SP",79,R$ 230.000 Preço abaixo do mercado,-,2572583952
Compra,"Ponte Preta, Campinas - SP",62,R$ 190.000,-,2560812122
Compra,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",360,R$ 2.590.000,-,2535853720
Compra,"Rua Mário Junqueira da Silva, 124 - Jardim Eulina, Campinas - SP",250,R$ 750.000,-,2562866758
Compra,"Rua São Bernardo do Campo, 358 - Jardim Nova Europa, Campinas - SP",360,R$ 690.000,-,2569704606
Compra,"Rua Professor Luiz de Pádua - Fazenda Santa Cândida, Campinas - SP",90,R$ 620.000,-,2574177388
Compra,"Rua Lamartine Ribas Camargo, 470 - Parque Jambeiro, Campinas - SP",98,R$ 660.000,-,2564166780
Compra,"Rua Doutor Pinto Ferraz, 361 - São Bernardo, Campinas - SP",58,R$ 410.000,-,2539607696
Compra,"Rua Pastor Alzimar José Alves, 218 - Parque Alto Taquaral, Campinas - SP",378,R$ 1.275.000,-,2556649882
Compra,"Avenida Carla Alessandra Tozzi, 10 - Loteamento Residencial Entre Verdes Sousas, Campinas - SP",1200,R$ 1.020.000,-,2566064157
Compra,"Rua José Paulino, 159 - Vila Lídia, Campinas - SP",45,R$ 520.000,-,2538697794
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",347,R$ 2.500.000,-,2533349453
Compra,"Loteamento Residencial Entre Verdes Sousas, Campinas - SP",467,R$ 5.790.000,-,2569370784
Compra,"Rodovia Governador Doutor Adhemar Pereira de Barros, 99 - Fazenda Pau D'Alho, Campinas - SP",423,R$ 620.000,-,2551843526
Compra,"Rua Doutor Quirino, 524 - Centro, Campinas - SP",69,R$ 1.300 /mês R$ 325.000,-,2527378801
Compra,"Bosque das Palmeiras, Campinas - SP",230,R$ 650.000 Preço abaixo do mercado,-,2572319724
Compra,"Rua Ramire José Calamari, 177 - Colinas do Ermitage, Campinas - SP",327,R$ 980.000 Preço abaixo do mercado,-,2560893626
Compra,"Avenida Doutor Moraes Salles, 1728 - Centro, Campinas - SP",116,R$ 450.000,-,2567027459
Compra,"Rua Dom Bosco, 135 - Taquaral, Campinas - SP",85,R$ 650.000,-,2551689586
Compra,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",320,R$ 3.260.000,-,2552921008
Compra,"Rua José Villagelin Júnior, 155 - Cambuí, Campinas - SP",178,R$ 2.599.000,-,2563614877
Compra,"Rua Uruguaiana, 172 - Bosque, Campinas - SP",130,R$ 419.000,-,2565374877
Compra,"Residencial Terras do Barão, Campinas - SP",90,R$ 480.000,-,2563065201
Compra,"Rua Arnaldo Barreto, 527 - São Bernardo, Campinas - SP",420,R$ 859.996 Preço abaixo do mercado,-,2551649578
Compra,"Avenida Carla Alessandra Tozzi, 10 - Loteamento Residencial Entre Verdes Sousas, Campinas - SP",1357,R$ 1.357.000,-,2560919578
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",200,R$ 1.650.000,-,2528345403
Compra,"Avenida Anchieta - Centro, Campinas - SP",64,R$ 971 /mês R$ 170.000,-,2574173155
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",200,R$ 1.650.000,-,2528345403
Compra,"Avenida Anchieta - Centro, Campinas - SP",64,R$ 971 /mês R$ 170.000,-,2574173155
Compra,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",360,R$ 2.590.000,-,2552915373
Compra,"Avenida Imperatriz Dona Teresa Cristina, 946 - Jardim Guarani, Campinas - SP",189,R$ 930.000,-,2521342280
Compra,"Rua Doutor Carlos Guimarães, 165 - Cambuí, Campinas - SP",70,R$ 650.000,-,2569469228
Compra,"Rua Olavo Bilac, 190 - Cambuí, Campinas - SP",89,R$ 700.000,-,2525586476
Compra,"Avenida São José dos Campos, 3127 - Loteamento Parque São Martinho, Campinas - SP",45,R$ 224.000,-,2560571306
Compra,"Alameda Campinas - Jardim Paulistano, São Paulo - SP",224,R$ 2.600.000,-,2573721119
Compra,"Rua Irmã Serafina, 919 - Centro, Campinas - SP",89,R$ 390.000 Preço abaixo do mercado,-,2561872877
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",360,R$ 600.000,-,2551857070
Compra,"Rua Sapopemba, 421 - Sousas, Campinas - SP",320,R$ 1.500.000,-,2556861580
Compra,"Rua Avignon, 65 - Ville Sainte Helene, Campinas - SP",209,R$ 2.240.000,-,2556701840
Compra,"Rua Otávio Machado, 225 - Taquaral, Campinas - SP",88,R$ 680.000,-,2573137982
Compra,"Rua Felipe Camarão, 164 - Jardim dos Oliveiras, Campinas - SP",57,R$ 250.000,-,2560387911
Compra,"Rua Joaquim Pinto de Moraes - Jardim das Paineiras, Campinas - SP",302,R$ 1.100.000,-,2574173765
Compra,"Jardim Garcia, Campinas - SP",57,R$ 250.000,-,2562520640
Compra,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",430,R$ 3.300.000,-,2552914712
Compra,"Rua Timburi - Loteamento Alphaville Campinas, Campinas - SP",523,R$ 3.350.000,-,2574179115
Compra,"Rua Sacramento, 1032 - Vila Itapura, Campinas - SP",108,R$ 1.450.000,-,2512615193
Compra,"Rua Dona Rosa de Gusmão, 1135 - Jardim Chapadão, Campinas - SP",119,R$ 855.000,-,2551723566
Compra,"Rua Pedro Vieira da Silva, 595 - Jardim Santa Genebra, Campinas - SP",76,R$ 420.000,-,2521342199
Compra,"Rua Santo Antônio, 347 - Cambuí, Campinas - SP",213,R$ 2.650.000,-,2572403092
Compra,"Avenida Dermival Bernardes Siqueira, 2075 - Swiss Park, Campinas - SP",91,R$ 799.000,-,2521344616
Compra,"Rua Doutor Quirino, 779 - Centro, Campinas - SP",57,R$ 473.609,-,2570478249
Compra,"Rua Antônio Pinto de Moraes, 230 - Vila Anhangüera, Campinas - SP",86,R$ 580.000 Preço abaixo do mercado,-,2572423773
Compra,"Avenida Carlos Grimaldi, 1171 - Jardim Madalena, Campinas - SP",650,R$ 3.170.000 Preço abaixo do mercado,-,2551665886
Compra,"Rua Doutor Alves do Banho, 796 - São Bernardo, Campinas - SP",72,R$ 470.000,-,2536394283
Compra,"Parque Residencial Vila União, Campinas - SP",52,R$ 160.000 Preço abaixo do mercado,-,2573782898
Compra,"Avenida Francisco Alfredo Júnior, 1 - Swiss Park, Campinas - SP",265,R$ 1.900.000,-,2564906518
Compra,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",340,R$ 2.550.000,-,2552242642
Compra,"Rua Napolião Fares - Vale das Garças, Campinas - SP",430,R$ 1.500.000,-,2566086233
Compra,"Avenida Andrade Neves, 2208 - Jardim Chapadão, Campinas - SP",720,R$ 1.500.000,-,2531503408
Compra,"Avenida Marechal Carmona - Vila João Jorge, Campinas - SP",77,R$ 610.000,-,2574176603
Compra,"Rua Doutor José Inocêncio de Campos, 121 - Cambuí, Campinas - SP",156,R$ 1.300.000,-,2553009795
Compra,"Jardim Paranapanema, Campinas - SP",58,R$ 369.000,-,2552608971
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",246,R$ 1.980.000,-,2500910611
Compra,"Jardim Paranapanema, Campinas - SP",58,R$ 369.000,-,2552608971
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",246,R$ 1.980.000,-,2500910611
Compra,"Mansões Santo Antônio, Campinas - SP",64,R$ 2.500 /mês R$ 420.000,-,2530849385
Compra,"Avenida Francisco Alfredo Júnior, 1 - Swiss Park, Campinas - SP",330,R$ 2.800.000,-,2573751914
Compra,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",205,R$ 2.240.000,-,2552913277
Compra,"Rua dos Bandeirantes, n/a - Cambuí, Campinas - SP",104,R$ 850.000,-,2540298779
Compra,"Rua Barão de Jaguara, 516 - Centro, Campinas - SP",206,R$ 1.050.000,-,2527765684
Compra,"Rua Álvaro Ribeiro, 15 - Ponte Preta, Campinas - SP",96,R$ 430.000,-,2529282310
Compra,"Rua Francisco Mendes, 593 - Jardim Garcia, Campinas - SP",212,R$ 540.000,-,2573259464
Compra,"Rua Conceição, 233 - Centro, Campinas - SP",37,R$ 190.000,-,2573318791
Compra,"Rua das Abélias, 1951 - Alphaville Dom Pedro, Campinas - SP",365,R$ 3.400.000,-,2574568607
Compra,"Avenida Dermival Bernardes Siqueira, 2075 - Swiss Park, Campinas - SP",91,R$ 745.000,-,2521341045
Compra,"Rua Dona Prisciliana Soares, 120 - Cambuí, Campinas - SP",77,R$ 890.000,-,2521341791
Compra,"Rua Henrique Schroeder - Taquaral, Campinas - SP",66,R$ 630.000,-,2571763302
Compra,"Rua Santos Dumont, 277 - Cambuí, Campinas - SP",45,R$ 320.000,-,2569605630
Compra,"Rua Rio Pinheiros, 80 - Sousas, Campinas - SP",500,R$ 3.400.000,-,2489639593
Compra,"Rua Hermantino Coelho, 743 - Mansões Santo Antônio, Campinas - SP",120,R$ 420.000 Preço abaixo do mercado,-,2569158254
Compra,"Rua Ferreira Penteado, 961 - Centro, Campinas - SP",67,R$ 580.000,-,2538828241
Compra,"Rua Barão de Atibaia, 462 - Jardim Guanabara, Campinas - SP",88,R$ 859.000,-,2569292473
Compra,"Rua Doutor Emílio Ribas - Cambuí, Campinas - SP",46,R$ 330.000,-,2544280397
Compra,"Avenida Antonio Artioli, 001 - Swiss Park, Campinas - SP",420,R$ 3.500.000,-,2573750694
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",296,R$ 2.450.000,-,2521343489
Compra,"Rua Santa Cruz - Cambuí, Campinas - SP",110,R$ 520.900 Preço abaixo do mercado,-,2531793402
Compra,"Rua Hermantino Coelho, 1000 - Mansões Santo Antônio, Campinas - SP",167,R$ 1.480.000,-,2550803770
Compra,"Avenida Barão de Itapura, 1100 - Guanabara, Campinas - SP",436,R$ 1.899.000,-,2521386178
Compra,"Rua Engenheiro José Francisco Bento Homem de Mello, 605 - Fazenda São Quirino, Campinas - SP",106,R$ 1.600.000,-,2538833509
Compra,"Avenida Maria Emília Alves dos Santos de Ângelis, 163 - Parque Prado, Campinas - SP",95,R$ 535.000,-,2565797860
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",325,R$ 2.990.000,-,2518168982
Compra,"Avenida Governador Pedro de Toledo, 596 - Bonfim, Campinas - SP",65,R$ 545.000,-,2564488063
Compra,"Rua Leonilda Bassan Bolini, 19 - Swiss Park, Campinas - SP",247,R$ 2.190.000,-,2549173462
Compra,"Rua da Lagoa, 541 - Loteamento Caminhos de San Conrado, Campinas - SP",135,R$ 750.000,-,2567812125
Compra,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",270,R$ 2.300.000,-,2531176113
Compra,"Jardim São Gonçalo, Campinas - SP",170,R$ 560.000,-,2564548586
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",500,R$ 2.850.000 Preço abaixo do mercado,-,2512613542
Compra,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",268,R$ 2.385.000,-,2573753751
Compra,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",280,R$ 1.700.000,-,2562841035
Compra,"Rua Silvino Gobbi, 300 - Parque Jambeiro, Campinas - SP",73,R$ 650.000,-,2549738966
Compra,"Rua Manoel Herculano Marques de Fontes - Swiss Park, Campinas - SP",65,R$ 196.500,-,2573513996
Compra,"Avenida Francisco Alfredo Júnior, 1 - Swiss Park, Campinas - SP",269,R$ 11.000 /mês R$ 1.900.000,-,2573757688
Compra,"Rua das Margaridas, 307 - Chácara Primavera, Campinas - SP",105,R$ 680.000,-,2571276988
Compra,"Avenida Washington Luís, 2600 - Vila Marieta, Campinas - SP",77,R$ 585.000,-,2521341584
Compra,"Avenida José Pancetti, 1164 - Jardim Aurélia, Campinas - SP",84,R$ 670.000,-,2521344092
Compra,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",284,R$ 2.550.000,-,2540231216
Compra,"Sítios de Recreio Gramado, Campinas - SP",470,R$ 3.200.000,-,2561475915
Compra,"Rua Antônio Lapa, 118 - Cambuí, Campinas - SP",139,R$ 1.651.320,-,2538636882
Compra,"Rua Coronel Quirino, 42A - Cambuí, Campinas - SP",36,R$ 160.000,-,2572188381
Compra,"Avenida Araçá, 280 - Loteamento Alphaville Campinas, Campinas - SP",640,R$ 4.800.000,-,2554448209
Compra,"Avenida Princesa D'Oeste, 1090 - Jardim Proença, Campinas - SP",238,R$ 1.250.000,-,2560894112
Compra,"Rua José Alexandrino Palazzo, 168 - Loteamento Residencial Barão do Café, Campinas - SP",822,R$ 6.500.000,-,2532707014
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",350,R$ 1.900.000 Preço abaixo do mercado,-,2521340207
Compra,"Rua Fernão de Magalhães, 516 - Parque Taquaral, Campinas - SP",173,R$ 1.295.000,-,2565521302
Compra,"Rua Antonio Simões Lobo, s/n - Loteamento Alphaville Campinas, Campinas - SP",510,R$ 4.900.000,-,2560830474
Compra,"Avenida Ruy Rodriguez, 912 - Jardim Novo Campos Elíseos, Campinas - SP",1300,R$ 5.890.000,-,2556476867
Compra,"Jardim Madalena, Campinas - SP",122,R$ 1.400.000,-,2560758559
Compra,"Avenida São José dos Campos, 150 - Jardim Nova Europa, Campinas - SP",121,R$ 430.000,-,2561521101
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",260,R$ 2.050.000,-,2519757049
Compra,"Avenida São José dos Campos - Jardim Nova Europa, Campinas - SP",50,R$ 240.000,-,2544562988
Compra,"Rua Serra dos Cristais, 613 - Jardim Paranapanema, Campinas - SP",60,R$ 450.000,-,2535392080
Compra,"Rua Engenheiro José Francisco Bento Homem de Mello, 605 - Fazenda São Quirino, Campinas - SP",131,R$ 1.850.000,-,2541622497
Compra,"Rua Ranulfo de Campos Sales, 76 - Vila Marieta, Campinas - SP",72,R$ 220.000,-,2560385819
Compra,"Rua Bortolo Martins, 1336 - Chácara Santa Margarida, Campinas - SP",360,R$ 210.000,-,2560388985
Compra,"Rua Doutor Quirino, 585 - Centro, Campinas - SP",40,R$ 189.000,-,2552649285
Compra,"Rua Antônio Rodrigues Moreira Neto, 106 - Jardim Paulicéia, Campinas - SP",63,R$ 260.000,-,2572585184
Compra,"Rua Álvaro Muller, 135 - Vila Itapura, Campinas - SP",40,R$ 360.000,-,2556861962
Compra,"Avenida Antonio Artioli, 001 - Swiss Park, Campinas - SP",258,R$ 2.050.000,-,2564439472
Compra,"Rua Doutor Osvaldo Anhert, 550 - Vila Manoel Ferreira, Campinas - SP",77,R$ 280.000,-,2499335983
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",255,R$ 2.200.000,-,2521342815
Compra,"Avenida Fernando Paolieri, 377 - Jardim Planalto de Viracopos, Campinas - SP",380,R$ 595.000,-,2551612307
Compra,"Avenida Nossa Senhora de Fátima, 1265 - Taquaral, Campinas - SP",668,R$ 4.990.000,-,2560896356
Compra,"Avenida Carlos de Araújo Gobbi - Vila São Bento, Campinas - SP",48,R$ 250.000,-,2573271598
Compra,"Rua Ramão Olavo Saravy Filho, 1065 - Jardim Myrian Moreira da Costa, Campinas - SP",55,R$ 320.000,-,2568030981
Compra,"Chácara São Rafael, Campinas - SP",788,R$ 800.000,-,2541855088
Compra,"Chácara São Rafael, Campinas - SP",788,R$ 800.000,-,2541855088
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",414,R$ 2.700.000,-,2521340741
Compra,"Rua Coronel Quirino, 1250 - Cambuí, Campinas - SP",106,R$ 1.610.000,-,2532523304
Compra,"Rua Padre José Teixeira, 50 - Cambuí, Campinas - SP",280,R$ 1.950.000,-,2571579006
Compra,"Avenida Doutor Bernardo Kaplan - Parque Brasília, Campinas - SP",72,R$ 420.000,-,2572746400
Compra,"Rua Tiradentes - Vila Itapura, Campinas - SP",152,R$ 480.000 Preço abaixo do mercado,-,2562490177
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",305,R$ 12.000 /mês R$ 2.050.000,-,2521338057
Compra,"Avenida Dermival Bernardes Siqueira - Swiss Park, Campinas - SP",285,R$ 2.340.000,-,2550663679
Compra,"Rua Luiz Oliveira, 287 - Parque das Flores, Campinas - SP",117,R$ 1.150.000,-,2534741389
Compra,"Rua Manoel Sylvestre de Freitas Filho - Jardim Nova Europa, Campinas - SP",50,R$ 265.000,-,2547833667
Compra,"Rua Campo Redondo, 211 - Vila Maria Eugênia, Campinas - SP",62,R$ 460.000,-,2560437192
Compra,"Avenida Monsenhor Jerônimo Baggio, 263 - Jardim Nossa Senhora Auxiliadora, Campinas - SP",75,R$ 755.137,-,2565759366
Compra,"Rua Santa Cruz, 474 - Cambuí, Campinas - SP",240,R$ 1.599.996,-,2548160491
Compra,"Rua Uruguaiana - Bosque, Campinas - SP",96,R$ 480.000,-,2574177935
Compra,"Bonfim, Campinas - SP",54,R$ 470.000,-,2566875700
Compra,"Avenida Denise Martins de Moraes Barros, s/n - Swiss Park, Campinas - SP",330,R$ 2.554.000,-,2572402530
Compra,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",167,R$ 2.499.000,-,2552916272
Compra,"Rua Álvaro Muller, 390 - Vila Itapura, Campinas - SP",96,R$ 1.200.000,-,2553076426
Compra,"Loteamento Country Ville, Campinas - SP",82,R$ 225.000 Preço abaixo do mercado,-,2546464275
Compra,"Rua Hildebrando Siqueira, 32 - Cambuí, Campinas - SP",65,R$ 620.000,-,2573753309
Compra,"Jardim Guanabara, Campinas - SP",50,R$ 220.000,-,2572470951
Compra,"Rua Bernardino Martins Filho - Jardim das Bandeiras, Campinas - SP",67,R$ 230.000,-,2572811990
Compra,"Avenida Princesa D'Oeste, 1180 - Jardim Proença, Campinas - SP",152,R$ 890.000,-,2569113358
Compra,"Avenida José Oscar Gratti, 001 - Swiss Park, Campinas - SP",360,R$ 2.050.000,-,2573749802
Compra,"Avenida Mackenzie, 500 - Loteamento Residencial Entre Verdes Sousas, Campinas - SP",1200,R$ 720.000,-,2569112942
Compra,"Avenida José Oscar Gratti, 001 - Swiss Park, Campinas - SP",356,R$ 2.850.000,-,2573750409
Compra,"Cambuí, Campinas - SP",83,R$ 900.000,-,2571343913
Compra,"Rua Arnaldo Barreto, 330 - São Bernardo, Campinas - SP",69,R$ 530.000,-,2525654525
Compra,"Avenida José de Sousa Campos, 575 - Cambuí, Campinas - SP",182,R$ 14.650 /mês R$ 3.100.000,-,2570506110
Compra,"Avenida Nossa Senhora de Fátima, 805 - Taquaral, Campinas - SP",90,R$ 650.000,-,2547398760
Compra,"Rua Francisco Bueno Lacerda, 250 - Jardim Dom Vieira, Campinas - SP",54,R$ 260.000,-,2556647173
Compra,"Avenida Alaôr Faria de Barros, 1050 - Loteamento Alphaville Campinas, Campinas - SP",130,R$ 1.100.000,-,2573199278
Compra,"Parque Residencial Vila União, Campinas - SP",50,R$ 160.000,-,2566707312
Compra,"Rua Mariazinha Leite Campagnolli, 1121 - Parque Xangrilá, Campinas - SP",299,R$ 1.800.000,-,2543124514
Compra,"Avenida Nossa Senhora de Fátima, 370 - Taquaral, Campinas - SP",155,R$ 1.900.000,-,2551721228
Compra,"Rua José Luiz Camargo Moreira, 33 - Mansões Santo Antônio, Campinas - SP",65,R$ 620.000,-,2572891573
Compra,"Loteamento Country Ville, Campinas - SP",63,R$ 190.000 Preço abaixo do mercado,-,2573586775
Compra,"Avenida Araçá, 280 - Loteamento Alphaville Campinas, Campinas - SP",546,R$ 3.950.000,-,2538568380
Compra,"Rua Doutor Carlos Guimarães, 165 - Cambuí, Campinas - SP",72,R$ 450.000 Preço abaixo do mercado,-,2521341202
Compra,"Rua Ferreira Penteado - Centro, Campinas - SP",52,R$ 135.000,-,2570023495
Compra,"Rua Mário Bueno de Camargo, 125 - Jardim Santana, Campinas - SP",190,R$ 680.000,-,2539511142
Compra,"Rua Doutor Quirino, 779 - Centro, Campinas - SP",40,R$ 323.678,-,2567812705
